5.03,3.6,1.58
1.62,3.52,4.79
2,3.2,3.3
1.81,3.35,3.72
1.7,3.43,4.39
1.76,3.95,4.82
2.25,3,3
2,3,3.6
2,3,3.6
2.25,3,3
2.75,3,2.4
3.5,3.5,1.83
2.4,3.8,2.3
3.4,3.8,1.8
13.25,9,1.1
4,3.4,1.75
3.66,3.08,2.04
2.48,3.09,3.11
2.39,3.53,2.51
2.46,3.6,2.45
11.99,6.81,1.2
3.06,3.43,2.08
2.23,3.08,2.87
2.01,3.35,3.7
1.71,3.74,4.04
1.23,5.49,8.99
2.79,2.95,2.87
3.75,3.58,1.9
1.99,3.21,4.09
1.58,3.8,5.97
3.09,3.73,2.08
4.31,3.77,1.63
2.27,3.26,3.06
2.69,3.26,2.52
3.16,3.35,2.17
5.84,4.08,1.46
3.91,3.69,1.7
1.57,4.75,4.94
2.27,4,2.78
1.47,4.88,6.08
1.78,4.2,3.97
2.34,3.43,2.95
1.58,3.85,5.75
4.87,2.9,2.06
2.58,3.03,3.07
2.57,3.17,2.96
2.61,3.07,3.03
3.06,3.16,2.51
1.95,3.54,3.62
3.99,3.75,1.68
2.65,3.12,2.68
1.92,3.53,3.97
2.44,3.34,2.85
1.91,3.55,3.95
1.57,4.03,5.72
5.62,3.92,1.6
3.18,3.42,2.21
1.73,3.61,4.65
2,3.47,3.56
2.86,3.28,2.42
1.86,3.59,3.97
2.2,3.33,3.18
1.79,3.59,4.33
1.57,3.92,5.74
1.36,4.69,8.18
3.9,3.46,1.87
2.01,3.48,3.39
2.36,3.23,2.88
2.94,3.31,2.28
3.8,3.44,1.89
3.99,3.54,1.83
1.74,3.56,4.44
2.74,3.53,2.32
1.65,3.96,4.58
2.31,3.51,2.75
3.69,3.65,1.87
2.26,3.45,2.86
1.95,3.68,3.87
1.93,3.46,3.85
1.95,3.27,3.88
1.19,6.15,13.52
1.17,7.4,11.46
2.11,3.21,3.89
5.65,4.23,1.52
2.32,3.36,2.92
1.67,4.35,3.49
2.08,3.29,3.43
2.13,3.35,3.38
12,8.25,1.12
10.18,6.58,1.18
1.85,3.7,3.65
2,4,2.75
4.16,4.5,1.54
17,13,1.04
1.19,7.1,8.7
4.33,4,1.57
2.43,3.85,2.28
3.13,3.2,2.21
3.7,3.8,1.73
2.28,3.13,3.16
1.73,3.75,3.75
1.33,4.88,7.62
2.18,3.22,3.28
1.56,3.6,5
1.75,3.51,4.34
1.68,3.5,4.35
3.31,3.45,2.1
2.07,3.35,3.46
2.56,3.11,2.71
3.42,3.14,2.14
3.05,3.11,2.32
1.74,3.51,4.8
1.56,3.57,6.2
1.44,4.04,7.29
2.06,3.23,3.45
2.5,3.4,2.4
9.33,4.57,1.37
3.01,3.24,2.23
5.25,3.76,1.59
22.16,10.13,1.05
11.01,6.4,1.19
18.21,10.29,1.07
9.3,5.36,1.26
11.39,6.49,1.18
2.48,3.27,2.75
7.75,3.98,1.47
2.36,2.93,2.9
2.96,3.19,2.3
2.28,3.02,2.96
18.09,10.31,1.07
3.23,3.14,2.32
3.36,3.2,2.23
1.54,3.43,5.55
1.96,3.2,3.84
3.21,3.11,2.36
1.73,3.18,4.65
4.3,3.64,1.71
18.82,13.46,1.04
18.43,12.67,1.05
1.73,3.65,4.68
2.47,3.33,2.74
1.84,3.51,4.21
1.31,5.06,11
2.32,3.18,3.1
1.41,4.6,6.15
2.36,3.52,2.9
1.52,4.05,6.4
2.86,3.22,2.4
2.66,3.25,2.54
2.09,3.09,3.56
2.49,3.01,3.12
2.34,2.98,3.39
1.26,5.72,10.64
4.47,3.71,1.75
2.23,3.47,3.08
3.07,3.37,2.09
4.34,3.59,1.8
1.78,3.08,5.44
1.95,3.27,4.21
2.55,3.44,2.57
3.1,3.21,2.12
3.08,3.1,2.32
2.47,3.19,2.78
1.18,6.65,15.62
1.62,3.44,6.76
4.2,3.24,1.96
1.18,7.17,14.01
1.42,4.54,6.67
4.93,3.86,1.63
2.36,3.39,2.95
2.31,3.41,3.02
1.42,4.71,7.07
3.09,3.4,2.01
1.52,3.74,6.76
1.46,4.27,7.11
1.44,4.5,7.14
1.31,4.69,10.88
1.2,6.26,12.26
5.86,4.01,1.53
1.6,3.9,4.89
1.98,3.46,3.6
2.77,3.36,2.41
1.93,3.6,3.63
1.34,4.85,9.22
2.61,3.45,2.39
2.1,3.28,3.19
2.94,3.3,2.15
2.07,3.43,3.58
1.37,4.27,7.86
2.05,3.28,3.76
1.69,3.66,4.37
1.59,3.83,4.87
3.1,3.2,2.1
1.34,4.55,9.25
1.71,4,4.61
13.5,8,1.13
3.69,3.75,1.91
4.2,3.7,1.8
1.82,4.5,2.97
2.02,4,2.74
1.59,4.32,3.94
1.73,3.2,4.5
1.44,3.75,6.5
1.93,4.35,2.86
3.86,3.87,1.73
1.93,3.6,3.32
5.23,4.28,1.48
5.68,4.32,1.43
17,10,1.07
3.17,3.35,2.15
6.97,4.24,1.37
1.75,3.41,4.69
1.33,4.67,7.85
2.81,3.19,2.42
1.11,6.89,15.07
2.87,3.46,2.18
7.34,4.98,1.36
2.8,3.39,2.38
2.11,3.11,3.53
2.17,3.33,3.35
2.92,3.17,2.5
2.21,2.66,3.83
7.27,3.11,1.59
2.55,3.1,2.55
4.48,3.36,1.86
1.65,3.67,5.02
2.47,3.06,3.01
2.77,3.23,2.6
1.79,3.59,4.45
1.41,4.78,6.91
1.96,3.24,3.92
10.81,5.79,1.2
2.53,3.01,2.68
3.67,3.75,1.86
1.78,3.77,3.96
1.21,6.53,12.46
1.79,3.62,4.44
8.35,6,1.21
2.17,3.41,2.95
1.78,3.47,4.78
1.91,3.29,4.31
2.01,2.88,3.74
2.59,3.17,2.38
1.78,3.39,3.9
1.92,3.25,3.49
1.37,4.75,5.95
2.02,3.66,2.9
3.78,4.22,1.64
3.76,3.75,1.74
6.53,4.75,1.34
1.84,3.4,3.62
2.21,3.3,2.81
8.01,5.56,1.24
2.26,3.3,2.71
1.92,3.4,3.39
2.97,4,1.93
1.57,4.33,4
2.82,3.25,2.21
4.75,3.25,1.67
1.53,3.25,6.5
2.88,3.25,2.2
2.77,3.52,2.12
12.58,7.99,1.1
23.39,15.98,1.02
6.1,4.73,1.37
10.59,6.39,1.17
5.99,4.04,1.45
4.49,4.13,1.59
1.07,10.5,29
1.95,3.64,3.58
1.43,4.2,7.9
1.64,3.4,5.15
1.82,3.3,3.95
1.46,4.12,5.86
7.91,4.62,1.36
1.62,3.6,4.5
2.09,3.09,3.66
2.12,3.19,3.38
2.2,3.3,2.8
1.44,4.55,7.2
1.62,4.33,3.8
1.53,4.19,4.48
4.92,4.73,1.47
1.79,3.43,4.58
2.61,3.2,2.67
1.8,3.68,4.11
2.51,3.18,2.81
2.45,3.13,2.93
1.71,3.62,4.79
2.05,3.28,3.59
2.22,3.2,3.27
2.6,4,2.11
1.85,3.58,3.81
1.49,4.05,7.6
1.33,5.24,6.96
1.14,7.56,13.41
1.56,4.35,5.53
2.88,3.31,2.3
3.35,3.53,1.94
2.83,3.23,2.21
1.82,3.71,3.55
5.01,5.02,1.4
4.58,4.85,1.43
1.96,3.56,3.53
2.19,3.12,3.05
2.49,3.33,2.64
5.4,3.77,1.67
2.37,3.11,2.84
3.5,3.43,1.91
2.73,3.72,2.23
3.09,3.2,2.18
1.48,3.9,6.2
2.53,3.01,2.69
5.81,5.71,1.3
2.63,3.16,2.66
4.08,3.79,1.79
4.78,3.78,1.57
2.78,3.97,2.01
2.13,3.31,3.04
1.63,3.46,5.12
1.22,6.01,12.3
2.67,3.06,2.53
3.76,3.74,1.89
1.05,12,37.5
2.7,3.4,2.51
2.62,2.62,2.94
1.1,8.34,18.69
1.5,4.19,6.28
2.57,3.52,2.54
3.44,3.5,2.03
2.01,3.43,3.18
1.64,3.69,4.65
2.05,3.27,3.4
1.59,4.03,5.15
2.32,3.65,2.9
2.26,3.56,3.06
2.83,3.7,2.24
2.22,3.72,2.85
2.59,3.81,2.37
5.05,3.3,1.78
3.51,3.21,2.09
1.95,3.53,3.86
1.5,4.12,7.19
10.28,5.16,1.28
2.2,4,3.04
3.16,3.37,2.26
2.11,3.4,3.49
2.56,3.16,2.7
1.36,4.94,8.53
2.66,3.37,2.35
4.84,3.94,1.63
1.52,4.6,5.12
2.54,3.77,2.44
2.88,3.26,2.32
2.73,4.03,2.3
1.81,3.76,4.3
2.26,3.03,3.49
2.42,2.99,3.18
2.4,3.02,3.2
3.08,3,2.48
2.46,2.96,3.15
2.04,3.14,3.93
3.11,2.87,2.55
2.87,3.05,2.48
2.05,3.17,3.69
2.15,3.08,3.49
2.04,3.26,3.61
2.06,3.05,3.77
1.46,4.18,5.7
3.33,3.23,2.19
1.81,4,4.03
2.1,3.42,3.27
3.59,3.56,2.01
1.63,3.84,4.88
1.44,4.4,7.46
3.79,3.63,1.96
9.99,5.88,1.25
2.46,3.28,2.78
1.68,3.86,4.22
2.53,3.4,2.49
4.56,4.36,1.67
11.62,6.14,1.23
1.5,4.27,6.6
1.79,4.38,3.66
1.44,4.2,7.04
1.06,9.98,18.98
2.51,3.6,2.32
3.26,3.66,1.93
1.94,3.61,3.26
4.68,3.81,1.6
1.15,7.44,19.66
1.73,3.87,3.99
2.93,3.4,2.21
2.13,3.3,3.14
2.9,3.28,2.26
1.96,3.23,4.01
2.17,3.74,2.59
2.02,4,2.74
1.41,4.74,5.2
2.97,4,1.93
1.4,5,5
2.5,3.6,2.31
1.51,3.98,4.99
2.81,3.4,2.16
1.29,5,7.5
1.85,3.5,3.5
3.3,3.75,1.83
6,5,1.33
3.4,3.75,1.8
2.01,3.7,3.67
2.36,3.1,3.06
2.74,4,2.02
3,3.5,2
7,5,1.3
2.6,3.2,2.4
2.49,3.94,2.38
2,3.6,3
1.44,4,5.8
2.11,3.41,3.32
2.21,3.16,2.98
2.27,3.27,3.15
1.51,3.87,6.73
1.73,3.37,4.76
2.01,2.96,3.72
2.11,3.15,3.19
2.11,2.88,3.39
3.11,3.16,2.3
2.49,2.9,2.8
2.38,3.27,2.96
5.95,4.75,1.37
3.81,3.57,1.86
1.73,3.64,4.36
1.51,4.31,5.09
3.47,4.05,1.8
1.67,4.11,4.02
5.95,6,1.3
2.99,4,1.92
1.3,6,5.95
16.2,11.55,1.06
1.69,3.72,4.56
2.47,3.98,2.32
1.46,4.49,5.49
2.7,4.03,2.12
4.94,4.56,1.5
2.16,3.95,2.68
1.45,4.85,5.25
1.91,3.38,3.92
6.43,5.5,1.3
1.61,4.5,3.76
2.11,3.6,2.79
1.07,10.62,16.27
1.41,4.07,7.98
2.79,3.66,2.15
2.69,3.37,2.28
2.58,3.16,2.49
1.76,3.57,3.89
1.54,4.22,4.47
1.57,4.25,4.54
2.41,3.57,2.39
1.4,4.95,4.94
1.9,3.94,2.97
4,3.75,1.67
2.58,3.97,2.09
2.55,3.75,2.21
2.26,4,2.4
3.39,3.36,2
2.4,3.19,2.93
6.87,4.57,1.41
2.04,3.2,3.76
2.55,3.09,2.77
2.12,3.68,2.75
8.37,6.09,1.21
1.69,4.45,3.42
1.44,4.37,6.58
1.84,3.52,3.96
1.55,3.83,5.79
4.71,3.75,1.57
1.79,3.6,3.72
3.68,4,1.69
3.57,3.64,1.91
3.25,3.51,2.06
2.01,3.57,3.35
2.78,3.29,2.4
2.64,3.37,2.47
2.14,3.39,3.1
2.08,3.48,3.52
4.42,3.76,1.78
1.73,3.78,4.77
1.47,4.43,6.86
1.31,5.79,8.71
1.65,4.44,3.81
2.55,2.94,3.01
1.99,4,2.86
2.32,3.77,2.44
2.21,3.64,2.68
4.54,3.91,1.6
1.65,3.91,4.15
2.25,4,2.4
2.63,3.12,2.76
1.21,6.44,8.4
1.39,4.55,5.88
2.07,3.53,2.96
2.25,3,3.49
2.86,2.87,2.73
1.75,3.49,4.49
1.9,3.31,3.86
3.24,3.89,1.85
2.22,4.15,2.4
1.71,3.89,4.51
1.21,7,11.25
2.25,3.16,3.32
2.16,3.39,3.03
2.38,3.29,2.77
1.3,4.9,9.03
5.33,3.86,1.63
2.17,3.19,3.41
1.41,4.45,7.49
2.35,3.39,2.95
1.27,5.56,7.41
2.42,3.61,2.43
1.88,3.52,3.5
1.83,3.44,3.74
2.82,3.6,2.13
2.28,3.6,2.6
2.42,3.6,2.43
1.52,4.49,4.48
2.48,3.21,2.97
2.49,3.29,2.9
2.33,3.11,3.34
2.04,3.36,3.79
2.03,3.36,3.83
3.56,3.59,2.01
1.79,3.47,4.76
2.61,3.12,2.89
1.98,3.26,4.02
1.85,3.55,4.18
2.9,3.28,2.43
2.04,3.5,3.54
3.8,3.45,1.98
2.69,3.27,2.61
2.42,3.27,2.94
2.56,3.27,2.74
2.31,3.31,3.09
2.43,3.33,2.87
2.19,3.18,3.46
3.38,3.38,2.13
2.16,3.4,3.28
1.99,3.4,3.79
2.36,3.35,2.96
2.31,3.33,3.06
2.44,3.23,2.93
2.46,3.29,2.86
3.34,3.34,2.16
2.66,3.58,2.23
1.83,3.6,3.61
2.29,3.65,2.55
2.18,3.61,2.73
1.64,3.83,4.3
1.24,6.38,14.37
1.82,3.57,4.89
1.69,3.78,5.7
2.44,3.24,3.18
1.63,3.95,6.14
1.75,3.55,4
2.13,3.55,2.83
2.21,3.62,2.63
2.02,3.6,3.01
2.03,3.61,3.01
2.13,3.6,2.81
1.59,3.87,5.69
1.7,3.69,4.78
1.74,3.72,4.52
2.71,3.37,2.49
2.42,3.3,2.85
1.72,3.68,4.68
2.03,3.4,3.55
1.58,3.93,5.66
2.1,3.4,3.34
4.54,3.53,1.73
2.35,3.3,2.83
3.53,3.45,1.97
1.67,3.74,4.66
1.67,3.87,4.43
3.87,3.73,1.8
4.26,3.81,1.7
1.66,3.85,4.62
2.27,3.38,2.9
3.02,3.36,2.2
2.36,3.34,2.8
1.77,3.67,4.08
2.06,3.43,3.28
1.82,3.59,3.94
1.82,3.6,3.9
2.08,3.36,3.29
2.63,3.23,2.58
3.06,3.86,2.02
5.73,4.71,1.44
1.44,4.55,5.25
2.98,4.12,1.91
3.25,3.95,1.85
5.67,4.8,1.39
1.43,4.51,6.5
2.41,3.39,2.77
2.61,3.51,2.27
3.33,3.62,2
2.78,3.39,2.32
2.86,3.42,2.27
1.23,5.93,9.83
1.89,3.92,3.22
1.81,3.9,3.52
2.82,3.78,2.1
2.7,4.02,2.1
1.19,7.1,11.25
4.27,3.69,1.77
1.67,3.75,4.87
2.28,3.34,3
1.57,3.9,5.58
2.58,3.19,2.71
2.38,3.4,2.76
1.64,3.99,4.61
2.68,3.25,2.53
1.62,3.88,5.03
2.01,3.54,3.38
2.34,3.33,2.86
2.38,3.42,2.74
1.46,4.27,6.38
1.91,3.57,3.65
2.36,3.24,3.07
3.15,3.35,2.25
1.74,3.69,4.64
4.65,3.71,1.74
1.8,3.55,4.46
2.53,3.31,2.75
2.33,3.7,2.47
1.79,3.82,3.56
1.45,4.5,6.77
4.66,3.55,1.69
3.17,3.4,2.21
1.31,5.7,8.3
1.91,3.5,3.96
2.84,3.38,2.41
1.99,3.69,3.11
2.39,3.32,2.9
6.55,4.5,1.46
1.19,6.12,10.4
1.73,4.06,3.69
1.88,3.71,3.42
2.42,3.44,2.54
2.32,3.04,2.92
2.06,3.46,3.32
1.82,3.46,3.87
2.09,4.11,2.79
2.94,3.64,2.15
3.55,3.4,2.13
1.89,3.43,3.53
2.41,3.06,3.16
1.93,3.38,3.92
1.57,3.86,5.14
2.37,3.38,2.68
1.4,4.2,7.22
15.73,11.78,1.07
2.86,3.54,2.39
2.3,3.14,3.36
2.35,3.18,3.22
1.54,4.05,6.53
2.81,3.35,2.53
2.73,3.24,2.49
2.63,3.1,2.54
6.26,4.66,1.41
1.97,3.72,3.13
2.34,3.1,2.84
1.26,5.06,9.43
3.14,3.33,2.27
4.07,4.48,1.56
1.14,6.6,14.29
1.5,3.75,5.5
3,3.3,2.1
1.81,3.5,4.14
1.56,3.87,5.61
2.24,3.33,2.99
4.12,3.64,1.85
6.15,4.59,1.37
1.78,3.41,4.52
3.41,3.42,1.95
2.79,3.44,2.46
1.89,3.43,3.53
1.74,3.59,4.85
1.57,3.75,4.75
1.8,3.51,3.98
2.07,3.58,3.44
4.21,4.3,1.66
2.05,3.57,3.43
2.79,3.31,2.51
1.6,3.87,5.64
1.36,4.78,8.87
1.88,3.34,4.49
8.25,5.38,1.31
2.77,3.19,2.51
2.17,3.35,3.34
1.4,5.06,6.89
3.56,3.73,1.87
1.84,3.34,4.08
2.41,3.65,2.48
2.44,3.13,2.85
1.84,3.37,4.01
